user_id,Action,Adventure,Racing,Simulation,Sports,Strategy
VVillis,0,0,0,0,0,0
Bubblecup,0,0,0,0,0,0
76561198083226897,0,0,0,0,0,0
76561198082525427,0,0,0,0,0,0
76561198075277292,0,0,0,0,0,0
76561198094630961,0,0,0,0,0,0
12549,0,0,0,0,0,0
76561198028895010,0,0,0,0,0,0
76561198092411867,0,0,0,0,0,0
76561198170198366,0,0,0,0,0,0
diego9031,0,0,0,0,0,0
iampiepiepie,0,0,0,0,0,0
76561198079863506,0,0,0,0,0,0
jarrodtrim,0,0,0,0,0,0
76561198078738103,0,0,0,0,0,0
76561198068964564,0,0,0,0,0,0
76561198067936203,0,0,0,0,0,0
76561198079770573,0,0,0,0,0,0
UpTheAss,0,0,0,0,0,0
76561198048504366,0,0,0,0,0,0
76561197977385164,0,0,0,0,0,0
76561198075491015,0,0,0,0,0,0
76561198087586464,0,0,0,0,0,0
76561198086878953,0,0,0,0,0,0
Derp-e,0,0,0,0,0,0
76561198070194565,0,0,0,0,0,0
Rivtex,0,0,0,0,0,0
firefreddy,0,0,0,0,0,0
UTNerd24,0,0,0,0,0,0
sandwiches1,0,0,0,0,0,0
76561198093083895,0,0,0,0,0,0
76561198138053270,0,0,0,0,0,0
76561198062422084,0,0,0,0,0,0
steamurl,0,0,0,0,0,0
lucaswerg,0,0,0,0,0,0
Life-Of-Blu,0,0,0,0,0,0
CaptianAutismo,0,0,0,0,0,0
maxgp,0,0,0,0,0,0
AppaTheSwagBison,0,0,0,0,0,0
knightboy991,0,0,0,0,0,0
76561198034678103,0,0,0,0,0,0
76561198075895633,0,0,0,0,0,0
TheDropix101,0,0,0,0,0,0
kube134,0,0,0,0,0,0
iamthekingofbrowntown,0,0,0,0,0,0
MainScout,0,0,0,0,0,0
gdxsd,0,0,0,0,0,0
yookobz,0,0,0,0,0,0
Posiblydead,0,0,0,0,0,0
Mossy_Gaming,0,0,0,0,0,0
76561198093817084,0,0,0,0,0,0
76561198102421718,0,0,0,0,0,0
76561198079045885,0,0,0,0,0,0
76561198087407319,0,0,0,0,0,0
76561198074466513,0,0,0,0,0,0
damo131,0,0,0,0,0,0
19702316748,0,0,0,0,0,0
FrystHjarte,0,0,0,0,0,0
76561198056741844,0,0,0,0,0,0
sad-commie,0,0,0,0,0,0
Sillybaby,0,0,0,0,0,0
76561198030567998,0,0,0,0,0,0
76561198010674657,0,0,0,0,0,0
Coldaniel,0,0,0,0,0,0
therealmorty,0,0,0,0,0,0
itslonk,0,0,0,0,0,0
DeDroidUreLookin4,0,0,0,0,0,0
Berserklejerker,0,0,0,0,0,0
76561198088799241,0,0,0,0,0,0
76561198061730629,0,0,0,0,0,0
YoHuNz,0,0,0,0,0,0
possessioniskey,0,0,0,0,0,0
76561198072732874,0,0,0,0,0,0
76561198093112529,0,0,0,0,0,0
sevqu,0,0,0,0,0,0
76561198060447950,0,0,0,0,0,0
whiteofwolfing,0,0,0,0,0,0
76561198056857968,0,0,0,0,0,0
sergarino,0,0,0,0,0,0
PyroCreed,0,0,0,0,0,0
76561198052897627,0,0,0,0,0,0
76561198081962345,0,0,0,0,0,0
76561198039266268,0,0,0,0,0,0
76561198094224872,0,0,0,0,0,0
76561198073210139,0,0,0,0,0,0
Nozomikat,0,0,0,0,0,0
76561198076933844,0,0,0,0,0,0
76561198072186059,0,0,0,0,0,0
xfluttersx,0,0,0,0,0,0
76561198068621601,0,0,0,0,0,0
76561198056290589,0,0,0,0,0,0
thompyawesomeness,0,0,0,0,0,0
ii_voltage_ii,0,0,0,0,0,0
76561198097762318,0,0,0,0,0,0
Hirukaz,0,0,0,0,0,0
StelerForYou,0,0,0,0,0,0
76561198183396245,0,0,0,0,0,0
otteloo,0,0,0,0,0,0
shinra420,0,0,0,0,0,0
Xx-Woods,0,0,0,0,0,0
kevinator23,0,0,0,0,0,0
tonyballoney,0,0,0,0,0,0
76561198090715178,0,0,0,0,0,0
CatsWhale,0,0,0,0,0,0
Child_Vs_Puddle,0,0,0,0,0,0
76561198073784601,0,0,0,0,0,0
mimimomoma,0,0,0,0,0,0
76561198102410011,0,0,0,0,0,0
de_Butl3r,0,0,0,0,0,0
76561198157999555,0,0,0,0,0,0
76561198027947401,0,0,0,0,0,0
Bluezap1,0,0,0,0,0,0
76561198074200011,0,0,0,0,0,0
jonasdbomb,0,0,0,0,0,0
L1J1N,0,0,0,0,0,0
Lord_Exploit,0,0,0,0,0,0
76561198079106676,0,0,0,0,0,0
76561198092244787,0,0,0,0,0,0
Sanctus94,0,0,0,0,0,0
76561197990792016,0,0,0,0,0,0
76561198068415226,0,0,0,0,0,0
AVATAR715,0,0,0,0,0,0
76561198073987767,0,0,0,0,0,0
Fluxxyz,0,0,0,0,0,0
76561198092150873,0,0,0,0,0,0
YieuwMage,0,0,0,0,0,0
76561198078752187,0,0,0,0,0,0
Nfkted_CS,0,0,0,0,0,0
A-Very-Sly-Person,0,0,0,0,0,0
76561198211054671,0,0,0,0,0,0
76561197994493402,0,0,0,0,0,0
Koolcaz12,0,0,0,0,0,0
76561198065656175,0,0,0,0,0,0
76561198188979775,0,0,0,0,0,0
97396295,0,0,0,0,0,0
M1ss_P1nk,0,0,0,0,0,0
xoFushiox,0,0,0,0,0,0
76561198126640317,0,0,0,0,0,0
DemonicWolvz,0,0,0,0,0,0
DieMadchenschanderin,0,0,0,0,0,0
76561198052784112,0,0,0,0,0,0
76561198072706529,0,0,0,0,0,0
76561198215949741,0,0,0,0,0,0
GGargula,0,0,0,0,0,0
Myther43,0,0,0,0,0,0
getf0kinn0sc0pedm9,0,0,0,0,0,0
76561198141443390,0,0,0,0,0,0
76561198031924053,0,0,0,0,0,0
76561198097333029,0,0,0,0,0,0
dominiclim99,0,0,0,0,0,0
whodafuqisthisguilao,0,0,0,0,0,0
76561198072205329,0,0,0,0,0,0
Icamebackbitches,0,0,0,0,0,0
Magjiikal,0,0,0,0,0,0
ohnospaghet,0,0,0,0,0,0
76561198060062487,0,0,0,0,0,0
76561198050347115,0,0,0,0,0,0
2768820078,0,0,0,0,0,0
76561198049968536,0,0,0,0,0,0
76561198056392326,0,0,0,0,0,0
2d4nk4m3,0,0,0,0,0,0
76561198074003102,0,0,0,0,0,0
76561198078478151,0,0,0,0,0,0
exiaez,0,0,0,0,0,0
BURNINGchicken3,0,0,0,0,0,0
76561198066835162,0,0,0,0,0,0
76561198069593452,0,0,0,0,0,0
undietaker,0,0,0,0,0,0
76561198095921854,0,0,0,0,0,0
EizanAratoFujimaki,0,0,0,0,0,0
POOTISSPENSOR,0,0,0,0,0,0
angorabug,0,0,0,0,0,0
TeCool,0,0,0,0,0,0
ZyhgarThestarweaver,0,0,0,0,0,0
2xDelorean,0,0,0,0,0,0
washington_,0,0,0,0,0,0
jewxxl,0,0,0,0,0,0
76561198088944293,0,0,0,0,0,0
76561198092540221,0,0,0,0,0,0
76561198061769804,0,0,0,0,0,0
76561198061475436,0,0,0,0,0,0
76561198051258119,0,0,0,0,0,0
76561198065771371,0,0,0,0,0,0
nubquake123,0,0,0,0,0,0
Pyromanic,0,0,0,0,0,0
76561198109656922,0,0,0,0,0,0
76561198149432604,0,0,0,0,0,0
Unplanned_stategy,0,0,0,0,0,0
CobRazor,0,0,0,0,0,0
relesprit,0,0,0,0,0,0
76561198090294067,0,0,0,0,0,0
jimmyarcexd,0,0,0,0,0,0
talove112345,0,0,0,0,0,0
76561198055094875,0,0,0,0,0,0
WitchHunter4542,0,0,0,0,0,0
76561198203244300,0,0,0,0,0,0
pwrt,0,0,0,0,0,0
wantmahbody,0,0,0,0,0,0
76561198115868847,0,0,0,0,0,0
benedictcuminherbatch,0,0,0,0,0,0
76561198031207016,0,0,0,0,0,0
76561198089077856,0,0,0,0,0,0
76561198043458582,0,0,0,0,0,0
kerim77,0,0,0,0,0,0
smashiroshh,0,0,0,0,0,0
shark854,0,0,0,0,0,0
76561198062876401,0,0,0,0,0,0
76561198011661078,0,0,0,0,0,0
PabloSanches,0,0,0,0,0,0
76561197991074667,0,0,0,0,0,0
killbunny38,0,0,0,0,0,0
76561198047630659,0,0,0,0,0,0
76561198069713121,0,0,0,0,0,0
1997-07-06_J077,0,0,0,0,0,0
76561198076248461,0,0,0,0,0,0
1337lolroflmao,0,0,0,0,0,0
76561198080832419,0,0,0,0,0,0
76561198151645088,0,0,0,0,0,0
IAA_Recon_Dropbear,0,0,0,0,0,0
sithjjf,0,0,0,0,0,0
goonbagger,0,0,0,0,0,0
76561198060039459,0,0,0,0,0,0
OzfurAtlas,0,0,0,0,0,0
76561198065593074,0,0,0,0,0,0
madmax64,0,0,0,0,0,0
76561198044169764,0,0,0,0,0,0
euzi,0,0,0,0,0,0
76561198074935997,0,0,0,0,0,0
76561197961778802,0,0,0,0,0,0
lucasrash,0,0,0,0,0,0
76561198016602703,0,0,0,0,0,0
76561198082845362,0,0,0,0,0,0
76561198087767019,0,0,0,0,0,0
thisissohardtomakeoneup,0,0,0,0,0,0
76561198087010391,0,0,0,0,0,0
76561198015747875,0,0,0,0,0,0
66666669999999,0,0,0,0,0,0
76561198061174192,0,0,0,0,0,0
DoaFapbeforeaNap,0,0,0,0,0,0
ReMiXOfficalSteam,0,0,0,0,0,0
Wilfire77,0,0,0,0,0,0
76561198042730234,0,0,0,0,0,0
76561198069159579,0,0,0,0,0,0
76561198086476445,0,0,0,0,0,0
76561198085016240,0,0,0,0,0,0
76561198060808273,0,0,0,0,0,0
76561198084390807,0,0,0,0,0,0
76561198003688205,0,0,0,0,0,0
Mastic,0,0,0,0,0,0
Scooterinooo,0,0,0,0,0,0
76561198028286104,0,0,0,0,0,0
76561198088447673,0,0,0,0,0,0
tarjla,0,0,0,0,0,0
deathnz1,0,0,0,0,0,0
readingthis4noobs,0,0,0,0,0,0
SonicMCGamer,0,0,0,0,0,0
xXBoss1Xx,0,0,0,0,0,0
76561198084698198,0,0,0,0,0,0
76561198104393251,0,0,0,0,0,0
Borne901,0,0,0,0,0,0
76561198075322986,0,0,0,0,0,0
redsncrimson,0,0,0,0,0,0
76561198151910904,0,0,0,0,0,0
H1DD3NT3RR0R,0,0,0,0,0,0
76561198071214618,0,0,0,0,0,0
76561198115115631,0,0,0,0,0,0
sisiiik,0,0,0,0,0,0
76561198071175142,0,0,0,0,0,0
t8s,0,0,0,0,0,0
pikawuu2,0,0,0,0,0,0
Sammeh00,0,0,0,0,0,0
godlike_bot,0,0,0,0,0,0
76561198044204914,0,0,0,0,0,0
dpswaffles,0,0,0,0,0,0
NoObFiGHtEr,0,0,0,0,0,0
Michaelele,0,0,0,0,0,0
76561198045754869,0,0,0,0,0,0
76561198076098774,0,0,0,0,0,0
76561198074963071,0,0,0,0,0,0
76561198103253374,0,0,0,0,0,0
76561198048417105,0,0,0,0,0,0
76561197989175394,0,0,0,0,0,0
76561198090842891,0,0,0,0,0,0
76561198058706736,0,0,0,0,0,0
76561198055767971,0,0,0,0,0,0
76561197998052647,0,0,0,0,0,0
adohya343,0,0,0,0,0,0
76561198145436942,0,0,0,0,0,0
jjas01,0,0,0,0,0,0
3xotic26,0,0,0,0,0,0
iamthetrashlord,0,0,0,0,0,0
nothingheretrustme,0,0,0,0,0,0
76561198071253729,0,0,0,0,0,0
3dster,0,0,0,0,0,0
76561198041808338,0,0,0,0,0,0
76561198016685643,0,0,0,0,0,0
_za,0,0,0,0,0,0
76561198035588228,0,0,0,0,0,0
76561198079990063,0,0,0,0,0,0
Forty-Nine,0,0,0,0,0,0
76561198051017916,0,0,0,0,0,0
L4M1NAS,0,0,0,0,0,0
emurphy8,0,0,0,0,0,0
76561198096766604,0,0,0,0,0,0
Sephirical,0,0,0,0,0,0
76561197995322437,0,0,0,0,0,0
imsojipper,0,0,0,0,0,0
76561198066840831,0,0,0,0,0,0
76561198096220900,0,0,0,0,0,0
76561198084542731,0,0,0,0,0,0
fullswag0to100realquick,0,0,0,0,0,0
76561198061913628,0,0,0,0,0,0
76561198102121026,0,0,0,0,0,0
76561198023094381,0,0,0,0,0,0
76561198103671881,0,0,0,0,0,0
mrpfresh,0,0,0,0,0,0
GamerFag,0,0,0,0,0,0
76561197970628046,0,0,0,0,0,0
76561198013858002,0,0,0,0,0,0
76561198058570014,0,0,0,0,0,0
76561198045133986,0,0,0,0,0,0
CocoRichy,0,0,0,0,0,0
EHS-R3AP3R,0,0,0,0,0,0
76561198002820828,0,0,0,0,0,0
chidori_647,0,0,0,0,0,0
76561198092227136,0,0,0,0,0,0
76561197975388604,0,0,0,0,0,0
hellcat59,0,0,0,0,0,0
76561198007584361,0,0,0,0,0,0
tbimperator,0,0,0,0,0,0
Allahu_Akbar666,0,0,0,0,0,0
ulramite,0,0,0,0,0,0
76561198080534850,0,0,0,0,0,0
-GM-Dragon,0,0,0,0,0,0
LeoRocksAce,0,0,0,0,0,0
76561198054040292,0,0,0,0,0,0
76561198078799606,0,0,0,0,0,0
76561198155458511,0,0,0,0,0,0
76561198045065985,0,0,0,0,0,0
I_DID_911_JUST_SAYING,0,0,0,0,0,0
76561198077035732,0,0,0,0,0,0
76561198072625764,0,0,0,0,0,0
A_Je_100,0,0,0,0,0,0
imagoatieatpoo,0,0,0,0,0,0
750805,0,0,0,0,0,0
76561198080881726,0,0,0,0,0,0
Thatishayden,0,0,0,0,0,0
76561198033864626,0,0,0,0,0,0
Flabbernackle,0,0,0,0,0,0
diabeticfuck,0,0,0,0,0,0
magicalpony,0,0,0,0,0,0
76561197962104795,0,0,0,0,0,0
76561198054465623,0,0,0,0,0,0
76561198074257942,0,0,0,0,0,0
aaropro,0,0,0,0,0,0
Aaron_ggf,0,0,0,0,0,0
76561198074324939,0,0,0,0,0,0
abhorence,0,0,0,0,0,0
abiam,0,0,0,0,0,0
76561198037346576,0,0,0,0,0,0
FrankoWalker,0,0,0,0,0,0
LightfootSword7,0,0,0,0,0,0
DaDanMan,0,0,0,0,0,0
SALTTHEW0UND,0,0,0,0,0,0
abuffalostuckinatree,0,0,0,0,0,0
express157,0,0,0,0,0,0
76561198070215484,0,0,0,0,0,0
76561198074644990,0,0,0,0,0,0
76561198064304806,0,0,0,0,0,0
3456457568,0,0,0,0,0,0
76561198045776691,0,0,0,0,0,0
TomoeMamiewe,0,0,0,0,0,0
76561198057086148,0,0,0,0,0,0
Acidius99,0,0,0,0,0,0
76561198067150343,0,0,0,0,0,0
acorn13,0,0,0,0,0,0
adamcookie,0,0,0,0,0,0
AddzyTheBaddzy,0,0,0,0,0,0
mrfunkyjunkie,0,0,0,0,0,0
76561197997824340,0,0,0,0,0,0
76561198076154360,0,0,0,0,0,0
76561198055524901,0,0,0,0,0,0
mradobe7,0,0,0,0,0,0
zomboy151,0,0,0,0,0,0
76561198167207237,0,0,0,0,0,0
cancerkek,0,0,0,0,0,0
matto1499,0,0,0,0,0,0
76561198073508075,0,0,0,0,0,0
76561198074323290,0,0,0,0,0,0
76561198090899557,0,0,0,0,0,0
76561198072468669,0,0,0,0,0,0
Advancebest,0,0,0,0,0,0
advenger95,0,0,0,0,0,0
EndAtHallow,0,0,0,0,0,0
76561198060820384,0,0,0,0,0,0
76561198063624801,0,0,0,0,0,0
aeryal,0,0,0,0,0,0
vault_brothers,0,0,0,0,0,0
After2night,0,0,0,0,0,0
76561198029090446,0,0,0,0,0,0
76561197968819541,0,0,0,0,0,0
76561198070263209,0,0,0,0,0,0
76561198015968275,0,0,0,0,0,0
defender_10,0,0,0,0,0,0
76561198006540520,0,0,0,0,0,0
Agiegamma,0,0,0,0,0,0
76561198082614708,0,0,0,0,0,0
76561198066465411,0,0,0,0,0,0
Agronoth,0,0,0,0,0,0
UnholyFallenullgel,0,0,0,0,0,0
Ricardio556,0,0,0,0,0,0
madgamerzzz,0,0,0,0,0,0
76561198068565589,0,0,0,0,0,0
SlutOnTheSpit,0,0,0,0,0,0
76561197974897475,0,0,0,0,0,0
WestyGaming,0,0,0,0,0,0
76561198031278382,0,0,0,0,0,0
NaruseAiria,0,0,0,0,0,0
airro,0,0,0,0,0,0
76561198265081359,0,0,0,0,0,0
RemixEbola,0,0,0,0,0,0
76561198046844795,0,0,0,0,0,0
76561198067713802,0,0,0,0,0,0
76561198187212131,0,0,0,0,0,0
76561198044678148,0,0,0,0,0,0
rjh91,0,0,0,0,0,0
Alex680,0,0,0,0,0,0
alansiulun,0,0,0,0,0,0
whitewolfang1,0,0,0,0,0,0
Albolah,0,0,0,0,0,0
76561198003056556,0,0,0,0,0,0
76561198063941075,0,0,0,0,0,0
76561198088886304,0,0,0,0,0,0
maxpaynepillkiller,0,0,0,0,0,0
AlexNoClutch,0,0,0,0,0,0
Alexwai04,0,0,0,0,0,0
76561198056092813,0,0,0,0,0,0
76561198095481910,0,0,0,0,0,0
76561198060059014,0,0,0,0,0,0
76561198089024454,0,0,0,0,0,0
76561198034129825,0,0,0,0,0,0
76561197994664479,0,0,0,0,0,0
76561198164545985,0,0,0,0,0,0
tninjat,0,0,0,0,0,0
76561198068935240,0,0,0,0,0,0
76561198091368975,0,0,0,0,0,0
76561198036955150,0,0,0,0,0,0
76561198018840908,0,0,0,0,0,0
AlkalineDeath,0,0,0,0,0,0
76561198075935236,0,0,0,0,0,0
Vigilante8,0,0,0,0,0,0
Jupeter117,0,0,0,0,0,0
gsgg,0,0,0,0,0,0
76561198075258452,0,0,0,0,0,0
Jesusunholy,0,0,0,0,0,0
mintifreshbadger,0,0,0,0,0,0
HenryCT,0,0,0,0,0,0
AlpacaRevolution,0,0,0,0,0,0
76561197996305896,0,0,0,0,0,0
AlphaBryn444,0,0,0,0,0,0
76561198071952798,0,0,0,0,0,0
76561198009001563,0,0,0,0,0,0
76561198016753953,0,0,0,0,0,0
smegmyfoodle,0,0,0,0,0,0
76561198141882120,0,0,0,0,0,0
altas2011,0,0,0,0,0,0
silentbroadcaster,0,0,0,0,0,0
76561198057869849,0,0,0,0,0,0
76561198058836921,0,0,0,0,0,0
lol_ursuchanoob,0,0,0,0,0,0
rhysf,0,0,0,0,0,0
76561198098156489,0,0,0,0,0,0
AMLN,0,0,0,0,0,0
76561198040021446,0,0,0,0,0,0
ShadowBall4011,0,0,0,0,0,0
76561198035890730,0,0,0,0,0,0
AMV72,0,0,0,0,0,0
76561198069170979,0,0,0,0,0,0
76561198085956238,0,0,0,0,0,0
76561198132540690,0,0,0,0,0,0
711armageddoncarmageddon,0,0,0,0,0,0
76561198058301224,0,0,0,0,0,0
76561198055326484,0,0,0,0,0,0
76561198034868596,0,0,0,0,0,0
AncientBlade,0,0,0,0,0,0
Andraison,0,0,0,0,0,0
76561198048401235,0,0,0,0,0,0
76561198055790408,0,0,0,0,0,0
76561198050465176,0,0,0,0,0,0
76561198026258913,0,0,0,0,0,0
76561198069560699,0,0,0,0,0,0
76561198099625419,0,0,0,0,0,0
someone6245,0,0,0,0,0,0
76561198084032274,0,0,0,0,0,0
76561198030772859,0,0,0,0,0,0
Angrovar,0,0,0,0,0,0
AngryAinsley,0,0,0,0,0,0
76561198069005048,0,0,0,0,0,0
-AnimeIsMyThing-,0,0,0,0,0,0
uradumbtit,0,0,0,0,0,0
76561198037038784,0,0,0,0,0,0
IKillNoobsFirst,0,0,0,0,0,0
76561198037888300,0,0,0,0,0,0
operationblueberry,0,0,0,0,0,0
1234865654,0,0,0,0,0,0
76561198040925596,0,0,0,0,0,0
antacy,0,0,0,0,0,0
76561197992148038,0,0,0,0,0,0
76561198084123358,0,0,0,0,0,0
76561198034942509,0,0,0,0,0,0
76561198032377745,0,0,0,0,0,0
capitaomurilao,0,0,0,0,0,0
Apachehavoc,0,0,0,0,0,0
ApexNZ,0,0,0,0,0,0
76561198039441595,0,0,0,0,0,0
76561198036687918,0,0,0,0,0,0
Apollopepsi,0,0,0,0,0,0
benjamin27,0,0,0,0,0,0
AppoGetsSuperAdmin,0,0,0,0,0,0
ARRIVE,0,0,0,0,0,0
76561198071475367,0,0,0,0,0,0
r3ap3r78,0,0,0,0,0,0
Aquilares,0,0,0,0,0,0
76561198049916759,0,0,0,0,0,0
76561198065064829,0,0,0,0,0,0
XABLAUziitu,0,0,0,0,0,0
76561198012909706,0,0,0,0,0,0
aarcanicuss,0,0,0,0,0,0
dragonchief,0,0,0,0,0,0
76561198040530605,0,0,0,0,0,0
76561198060989765,0,0,0,0,0,0
76561197974500703,0,0,0,0,0,0
76561198047185525,0,0,0,0,0,0
mestuajix2,0,0,0,0,0,0
76561198067188826,0,0,0,0,0,0
ArcticTek,0,0,0,0,0,0
76561197974465310,0,0,0,0,0,0
sweep6060,0,0,0,0,0,0
76561198090279813,0,0,0,0,0,0
bilyitu,0,0,0,0,0,0
76561198021244661,0,0,0,0,0,0
76561198088538797,0,0,0,0,0,0
76561198089844789,0,0,0,0,0,0
76561198072861800,0,0,0,0,0,0
deployablearchnagel,0,0,0,0,0,0
rotflmaoman,0,0,0,0,0,0
76561198088670023,0,0,0,0,0,0
76561198081028176,0,0,0,0,0,0
76561198093106303,0,0,0,0,0,0
ArmouredForBattle,0,0,0,0,0,0
armouredmarshmallow,0,0,0,0,0,0
darrenfordfalcon,0,0,0,0,0,0
76561198020928326,0,0,0,0,0,0
76561198045570160,0,0,0,0,0,0
arockstar28,0,0,0,0,0,0
Array71,0,0,0,0,0,0
alexms69,0,0,0,0,0,0
76561198039874575,0,0,0,0,0,0
arronlim13,0,0,0,0,0,0
76561198042389215,0,0,0,0,0,0
76561198006534186,0,0,0,0,0,0
artej96,0,0,0,0,0,0
ARTHERDUNGER10,0,0,0,0,0,0
Mackus1011,0,0,0,0,0,0
76561198041877981,0,0,0,0,0,0
ARZARNAR,0,0,0,0,0,0
76561198089950447,0,0,0,0,0,0
sontersaurus,0,0,0,0,0,0
darkmassieh,0,0,0,0,0,0
Boomblasty,0,0,0,0,0,0
asianturtlefrenzy,0,0,0,0,0,0
Edmund28,0,0,0,0,0,0
blowjobsfurdayzandgayz,0,0,0,0,0,0
76561198082992295,0,0,0,0,0,0
LaLocaDeLosDulces,0,0,0,0,0,0
76561198096064761,0,0,0,0,0,0
76561198064352761,0,0,0,0,0,0
assassin_warman,0,0,0,0,0,0
76561198019431054,0,0,0,0,0,0
Astrelt,0,0,0,0,0,0
bakhtiar93tiarstudio,0,0,0,0,0,0
bobjimmy007,0,0,0,0,0,0
76561198091740831,0,0,0,0,0,0
76561198095380303,0,0,0,0,0,0
AtomicWoodchuck,0,0,0,0,0,0
76561198050251204,0,0,0,0,0,0
76561198052003136,0,0,0,0,0,0
omgihaveawebpage,0,0,0,0,0,0
Swish0009,0,0,0,0,0,0
76561198030943851,0,0,0,0,0,0
Aurora99,0,0,0,0,0,0
76561198053071988,0,0,0,0,0,0
minionking,0,0,0,0,0,0
76561198083375450,0,0,0,0,0,0
scroopy22,0,0,0,0,0,0
76561198078730600,0,0,0,0,0,0
76561198076984454,0,0,0,0,0,0
76561198091054851,0,0,0,0,0,0
iDestrix,0,0,0,0,0,0
auzmoz,0,0,0,0,0,0
auzzie_96,0,0,0,0,0,0
76561198009353440,0,0,0,0,0,0
76561198082020576,0,0,0,0,0,0
fatrangacuntnolifevirgin,0,0,0,0,0,0
helvisavillon,0,0,0,0,0,0
76561198080015704,0,0,0,0,0,0
76561198040602004,0,0,0,0,0,0
76561198082959786,0,0,0,0,0,0
76561198064150679,0,0,0,0,0,0
76561198110293299,0,0,0,0,0,0
cam5699,0,0,0,0,0,0
de_triggered,0,0,0,0,0,0
76561198071748311,0,0,0,0,0,0
76561198045888087,0,0,0,0,0,0
azzydazzy,0,0,0,0,0,0
76561198048900256,0,0,0,0,0,0
76561198000392178,0,0,0,0,0,0
Azrafael,0,0,0,0,0,0
-Azsael-,0,0,0,0,0,0
76561198076301023,0,0,0,0,0,0
arewefaded,0,0,0,0,0,0
wolfhunter,0,0,0,0,0,0
76561198065247809,0,0,0,0,0,0
76561198046512409,0,0,0,0,0,0
76561198086081043,0,0,0,0,0,0
hoarbiscuit,0,0,0,0,0,0
bohgeraltofrivia,0,0,0,0,0,0
TeH-B-Rad,0,0,0,0,0,0
BAW_Killer,0,0,0,0,0,0
moriceplease,0,0,0,0,0,0
gamerdude7892,0,0,0,0,0,0
76561197970168558,0,0,0,0,0,0
Arsenal_,0,0,0,0,0,0
timothyshen,0,0,0,0,0,0
76561198227794828,0,0,0,0,0,0
2ez4medick,0,0,0,0,0,0
76561198118595651,0,0,0,0,0,0
BBBirb,0,0,0,0,0,0
AgentXiri,0,0,0,0,0,0
76561198018950738,0,0,0,0,0,0
76561197998761331,0,0,0,0,0,0
hamfritta,0,0,0,0,0,0
76561198064579722,0,0,0,0,0,0
76561198096750939,0,0,0,0,0,0
potatoskins,0,0,0,0,0,0
crispymemesmantheyremyfavourite,0,0,0,0,0,0
76561198044593618,0,0,0,0,0,0
76561198074409406,0,0,0,0,0,0
76561198051433041,0,0,0,0,0,0
76561198156282807,0,0,0,0,0,0
76561198049617612,0,0,0,0,0,0
H-Alo,0,0,0,0,0,0
76561198042365104,0,0,0,0,0,0
76561198075444114,0,0,0,0,0,0
420Blz,0,0,0,0,0,0
76561198076548816,0,0,0,0,0,0
