fecha,user_id,recommend
2013-10-27,76561198087586464,1
2015-11-27,Derp-e,1
2014-10-09,76561198070194565,1
2014-05-07,76561198070194565,1
2014-05-07,76561198070194565,1
2014-04-04,76561198070194565,1
2014-03-30,76561198070194565,1
2014-03-28,76561198070194565,1
2015-11-09,76561198070194565,1
2015-12-23,Rivtex,1
2014-05-06,UTNerd24,1
2015-12-02,UTNerd24,1
2015-06-06,UTNerd24,1
2015-09-29,UTNerd24,1
2014-09-08,UTNerd24,1
2013-12-15,UTNerd24,1
2015-11-23,sandwiches1,0
2014-06-01,76561198138053270,1
2014-07-11,lucaswerg,1
2014-11-14,lucaswerg,1
2015-11-13,Life-Of-Blu,1
2013-12-15,Life-Of-Blu,1
2015-12-17,CaptianAutismo,1
2014-10-26,76561198075895633,1
2014-01-11,TheDropix101,1
2014-06-28,kube134,1
2015-09-12,iamthekingofbrowntown,0
2015-09-13,iamthekingofbrowntown,1
2014-04-20,iamthekingofbrowntown,1
2015-10-14,iamthekingofbrowntown,1
2014-02-26,MainScout,1
2015-11-19,yookobz,1
2013-06-25,yookobz,1
2014-04-11,Posiblydead,1
2014-02-22,Posiblydead,1
2012-09-24,Posiblydead,1
2015-09-26,Mossy_Gaming,1
2015-06-12,76561198102421718,1
2015-08-03,76561198102421718,1
2015-06-26,76561198102421718,1
2014-01-15,76561198087407319,1
2014-10-14,76561198056741844,1
2014-08-31,sad-commie,1
2014-07-09,sad-commie,1
2014-03-13,sad-commie,1
2014-11-11,76561198030567998,1
2015-07-21,76561198030567998,1
2015-07-05,76561198030567998,1
2015-03-12,76561198030567998,1
2014-02-23,76561198030567998,1
2014-03-27,76561198010674657,0
2014-01-15,76561198010674657,1
2015-03-22,Coldaniel,1
2014-08-21,Coldaniel,1
2015-03-13,Coldaniel,1
2015-03-20,therealmorty,1
2015-03-07,therealmorty,1
2015-10-10,Berserklejerker,1
2014-07-06,76561198061730629,1
2014-06-19,YoHuNz,1
2014-02-19,YoHuNz,1
2015-04-11,possessioniskey,1
2015-12-24,possessioniskey,1
2014-05-17,possessioniskey,1
2014-08-09,76561198093112529,1
2015-09-26,76561198060447950,1
2015-05-22,whiteofwolfing,1
2015-08-22,sergarino,1
2014-05-26,76561198081962345,1
2014-04-05,76561198081962345,1
2014-01-18,76561198073210139,1
2015-12-30,Nozomikat,1
2014-08-01,Nozomikat,1
2015-12-26,Nozomikat,1
2015-04-14,Nozomikat,1
2014-12-30,Nozomikat,1
2013-12-04,Nozomikat,1
2014-08-19,Nozomikat,0
2013-12-04,Nozomikat,1
2015-11-10,xfluttersx,1
2014-09-14,xfluttersx,0
2012-08-27,xfluttersx,1
2014-02-05,xfluttersx,1
2013-01-27,xfluttersx,1
2015-08-25,xfluttersx,1
2012-08-27,xfluttersx,1
2014-12-16,76561198056290589,1
2014-06-29,ii_voltage_ii,0
2015-04-11,ii_voltage_ii,1
2014-03-08,ii_voltage_ii,1
2013-11-16,ii_voltage_ii,1
2015-11-11,76561198097762318,1
2014-12-26,76561198097762318,1
2013-01-17,Hirukaz,1
2015-07-17,StelerForYou,1
2013-12-29,StelerForYou,1
2015-05-06,76561198183396245,1
2014-07-20,Xx-Woods,0
2015-01-26,Xx-Woods,1
2014-11-16,Xx-Woods,1
2014-08-17,Xx-Woods,1
2014-07-21,Xx-Woods,1
2014-07-19,Xx-Woods,1
2014-02-08,Xx-Woods,1
2014-01-07,Xx-Woods,1
2015-07-06,kevinator23,1
2015-09-06,kevinator23,1
2014-04-24,kevinator23,1
2015-07-06,kevinator23,1
2015-01-27,kevinator23,1
2015-01-25,kevinator23,1
2014-05-24,kevinator23,1
2012-10-20,kevinator23,1
2014-03-28,76561198090715178,1
2014-07-09,76561198090715178,1
2015-02-23,CatsWhale,1
2015-08-29,CatsWhale,1
2014-11-23,CatsWhale,1
2014-09-09,CatsWhale,1
2015-03-26,76561198073784601,1
2014-07-08,76561198073784601,0
2015-11-23,mimimomoma,1
2015-09-14,76561198102410011,1
2014-10-13,de_Butl3r,1
2014-07-23,76561198027947401,1
2014-02-20,76561198027947401,1
2015-12-27,Bluezap1,1
2015-05-13,Bluezap1,1
2015-12-27,Bluezap1,1
2015-12-21,Bluezap1,1
2015-11-15,76561198074200011,1
2014-09-09,jonasdbomb,1
2014-06-13,L1J1N,1
2015-03-13,Lord_Exploit,1
2015-01-07,Lord_Exploit,1
2014-01-02,AVATAR715,0
2015-11-18,AVATAR715,1
2014-06-01,AVATAR715,1
2014-03-18,AVATAR715,1
2014-02-16,AVATAR715,1
2015-02-25,AVATAR715,1
2015-08-15,AVATAR715,1
2014-12-25,AVATAR715,1
2014-02-22,YieuwMage,1
2014-12-16,76561198078752187,1
2015-08-14,A-Very-Sly-Person,1
2014-11-11,A-Very-Sly-Person,1
2014-05-29,76561198211054671,1
2014-07-03,76561198211054671,1
2014-06-20,76561197994493402,1
2015-03-01,76561197994493402,1
2014-11-27,76561197994493402,1
2014-05-17,Koolcaz12,0
2015-11-20,76561198065656175,1
2014-09-17,76561198188979775,1
2014-08-23,97396295,1
2014-06-17,97396295,1
2014-07-10,97396295,0
2014-08-26,97396295,0
2015-06-15,76561198126640317,1
2015-02-14,76561198126640317,1
2015-09-12,76561198126640317,1
2015-09-12,76561198126640317,1
2015-07-01,76561198126640317,1
2015-07-01,76561198126640317,1
2015-06-15,76561198126640317,1
2015-01-15,DemonicWolvz,1
2015-04-29,DemonicWolvz,1
2015-03-29,DemonicWolvz,1
2014-11-23,DemonicWolvz,1
2014-02-12,DemonicWolvz,1
2013-12-26,DemonicWolvz,1
2015-08-29,DieMadchenschanderin,1
2015-10-05,DieMadchenschanderin,0
2014-06-29,DieMadchenschanderin,1
2013-06-14,DieMadchenschanderin,0
2014-09-04,GGargula,0
2015-11-23,GGargula,1
2014-07-16,Myther43,1
2015-05-31,getf0kinn0sc0pedm9,1
2014-06-26,getf0kinn0sc0pedm9,0
2015-05-03,76561198141443390,1
2014-06-14,76561198097333029,1
2015-08-06,whodafuqisthisguilao,1
2015-10-05,Magjiikal,1
2015-12-17,Magjiikal,1
2014-12-17,ohnospaghet,1
2014-09-30,ohnospaghet,1
2015-03-10,ohnospaghet,1
2014-01-16,ohnospaghet,1
2014-03-05,ohnospaghet,0
2015-03-10,ohnospaghet,1
2014-03-19,76561198050347115,1
2015-09-01,2768820078,1
2014-04-19,2768820078,0
2014-04-18,2768820078,1
2015-11-18,2768820078,1
2015-08-08,2768820078,1
2015-07-15,2768820078,1
2015-06-12,2768820078,0
2015-05-19,2768820078,1
2015-05-11,2768820078,1
2015-05-02,2768820078,1
2014-02-07,76561198056392326,1
2014-01-30,76561198056392326,0
2014-01-30,76561198056392326,0
2014-08-20,2d4nk4m3,0
2014-03-18,2d4nk4m3,1
2014-04-10,76561198078478151,1
2014-09-15,exiaez,1
2015-05-01,76561198095921854,1
2015-10-28,EizanAratoFujimaki,1
2014-04-15,EizanAratoFujimaki,0
2014-12-15,TeCool,1
2014-12-06,TeCool,1
2015-04-11,TeCool,1
2015-01-31,TeCool,0
2015-09-13,2xDelorean,1
2013-07-26,2xDelorean,1
2013-05-18,2xDelorean,1
2011-10-30,2xDelorean,1
2014-08-19,washington_,0
2014-08-19,washington_,1
2014-08-19,washington_,1
2014-08-19,washington_,1
2014-08-19,washington_,1
2015-12-13,washington_,1
2015-05-18,jewxxl,1
2014-06-22,76561198088944293,1
2014-07-14,76561198088944293,1
2014-06-27,76561198088944293,0
2014-03-08,76561198088944293,0
2014-12-13,76561198088944293,1
2015-07-31,76561198092540221,1
2015-06-29,76561198092540221,1
2015-06-29,76561198092540221,1
2015-02-12,76561198092540221,1
2014-03-29,76561198092540221,1
2015-02-04,76561198051258119,1
2014-04-21,nubquake123,1
2013-02-15,Pyromanic,1
2013-02-15,Pyromanic,1
2013-02-15,Pyromanic,1
2014-03-27,76561198109656922,1
2015-08-01,CobRazor,1
2013-12-27,relesprit,1
2014-07-16,WitchHunter4542,1
2015-01-13,WitchHunter4542,1
2014-01-11,WitchHunter4542,1
2015-09-03,pwrt,1
2014-01-20,pwrt,1
2014-05-03,wantmahbody,1
2014-05-01,76561198115868847,0
2014-08-02,benedictcuminherbatch,1
2014-03-17,76561198031207016,1
2015-07-19,76561198043458582,1
2015-05-26,76561198043458582,1
2015-11-22,76561198043458582,1
2014-10-18,76561198043458582,1
2014-12-30,smashiroshh,1
2014-03-07,shark854,1
2015-01-22,killbunny38,1
2015-08-20,killbunny38,0
2015-05-14,76561198047630659,0
2015-04-13,1337lolroflmao,1
2014-10-01,1337lolroflmao,1
2013-12-28,1337lolroflmao,1
2013-12-28,1337lolroflmao,1
2014-11-30,1337lolroflmao,1
2013-12-28,1337lolroflmao,1
2013-12-28,1337lolroflmao,1
2015-01-05,1337lolroflmao,1
2014-12-23,1337lolroflmao,1
2015-09-01,sithjjf,0
2014-10-04,76561198060039459,0
2014-01-10,OzfurAtlas,0
2014-09-12,OzfurAtlas,1
2013-12-08,OzfurAtlas,1
2015-11-06,76561198065593074,0
2014-06-25,76561198065593074,0
2015-09-23,76561198065593074,1
2014-05-31,76561198065593074,1
2015-06-24,76561198044169764,0
2015-07-22,76561198044169764,0
2014-03-20,76561198044169764,1
2015-06-03,76561198044169764,1
2014-07-26,euzi,1
2014-05-15,76561198074935997,0
2014-05-13,76561198074935997,0
2014-07-10,76561198074935997,1
2014-09-17,76561198074935997,0
2014-08-16,76561198074935997,0
2014-07-31,76561198074935997,0
2014-06-29,76561198074935997,0
2014-03-06,76561198074935997,0
2014-04-23,76561197961778802,1
2014-09-08,lucasrash,1
2014-09-02,76561198016602703,0
2014-07-23,76561198016602703,1
2014-04-12,thisissohardtomakeoneup,1
2015-04-04,76561198087010391,1
2015-01-05,66666669999999,0
2014-09-14,76561198061174192,1
2014-09-14,76561198061174192,1
2015-10-12,ReMiXOfficalSteam,1
2015-03-22,Wilfire77,1
2015-12-01,76561198084390807,1
2014-05-10,76561198084390807,1
2015-08-01,Mastic,0
2014-06-29,Mastic,1
2014-03-25,Mastic,1
2014-12-30,Mastic,1
2014-12-27,Mastic,1
2014-07-07,Mastic,0
2013-12-26,76561198028286104,1
2014-08-26,tarjla,1
2014-07-13,tarjla,1
2014-08-26,tarjla,1
2015-01-28,tarjla,1
2014-05-08,tarjla,1
2013-11-21,tarjla,1
2013-12-07,tarjla,1
2013-02-09,tarjla,1
2014-08-26,tarjla,1
2014-01-09,tarjla,1
2014-07-18,deathnz1,0
2014-07-16,deathnz1,0
2014-12-26,deathnz1,1
2014-05-14,readingthis4noobs,1
2015-03-13,76561198104393251,1
2014-03-30,76561198075322986,1
2014-06-18,redsncrimson,1
2014-03-20,redsncrimson,1
2014-03-20,redsncrimson,1
2014-12-23,redsncrimson,1
2013-12-26,redsncrimson,1
2014-03-20,redsncrimson,1
2013-05-18,redsncrimson,1
2013-01-09,redsncrimson,1
2012-11-30,redsncrimson,1
2014-04-22,76561198151910904,1
2014-03-10,H1DD3NT3RR0R,1
2014-02-27,H1DD3NT3RR0R,1
2013-11-25,H1DD3NT3RR0R,1
2014-06-11,H1DD3NT3RR0R,1
2015-09-04,H1DD3NT3RR0R,0
2014-06-18,H1DD3NT3RR0R,1
2015-05-11,76561198071214618,1
2015-05-22,76561198115115631,1
2015-08-10,76561198071175142,1
2015-07-07,76561198071175142,1
2015-05-13,t8s,1
2015-05-02,t8s,1
2014-03-12,pikawuu2,1
2013-09-15,pikawuu2,1
2014-11-04,Sammeh00,1
2014-08-07,Michaelele,1
2014-06-30,Michaelele,1
2014-08-21,Michaelele,1
2014-07-16,Michaelele,1
2015-08-07,76561198045754869,1
2015-08-02,76561198076098774,1
2014-02-24,76561198103253374,1
2015-12-28,76561198048417105,1
2015-02-27,76561198048417105,1
2014-08-13,76561198048417105,1
2014-02-14,76561198048417105,1
2015-01-16,76561198090842891,1
2015-06-10,76561198055767971,0
2014-11-27,76561197998052647,1
2014-02-24,adohya343,0
2014-08-02,76561198145436942,1
2014-11-03,jjas01,0
2015-10-17,jjas01,0
2013-10-08,jjas01,1
2015-12-28,jjas01,1
2014-05-08,jjas01,1
2014-02-18,jjas01,1
2013-10-27,jjas01,1
2014-06-04,jjas01,1
2014-07-09,jjas01,0
2014-03-02,jjas01,0
2014-02-26,3xotic26,1
2014-02-26,3xotic26,1
2014-02-26,3xotic26,1
2013-07-15,3xotic26,1
2015-06-16,iamthetrashlord,1
2014-07-20,iamthetrashlord,1
2015-08-24,3dster,1
2014-03-14,76561198079990063,1
2014-08-28,Forty-Nine,1
2014-01-11,Forty-Nine,0
2015-05-30,76561198051017916,1
2014-05-26,76561198051017916,1
2014-08-15,L4M1NAS,1
2014-03-25,L4M1NAS,1
2015-03-05,L4M1NAS,1
2014-07-16,76561198096766604,0
2015-07-23,76561197995322437,1
2014-07-07,imsojipper,1
2015-01-16,76561198084542731,1
2014-02-16,76561198084542731,1
2015-04-11,76561198103671881,1
2014-08-22,mrpfresh,1
2015-10-16,mrpfresh,1
2014-01-09,mrpfresh,1
2012-07-15,GamerFag,1
2011-01-27,GamerFag,1
2011-01-27,GamerFag,1
2011-01-27,GamerFag,1
2011-01-27,GamerFag,1
2010-12-16,GamerFag,1
2015-09-09,EHS-R3AP3R,0
2015-10-15,EHS-R3AP3R,1
2013-11-26,EHS-R3AP3R,1
2013-12-12,EHS-R3AP3R,1
2013-12-15,chidori_647,1
2014-03-05,chidori_647,1
2013-11-30,chidori_647,0
2013-12-02,chidori_647,1
2013-11-28,chidori_647,0
2014-09-11,76561198092227136,1
2014-05-26,76561198092227136,1
2014-07-18,hellcat59,1
2015-09-10,76561198007584361,1
2012-05-22,tbimperator,1
2015-01-17,Allahu_Akbar666,1
2014-10-24,Allahu_Akbar666,0
2014-10-27,ulramite,1
2014-02-08,ulramite,1
2014-07-24,ulramite,1
2014-03-08,-GM-Dragon,0
2015-06-10,-GM-Dragon,1
2015-03-13,76561198054040292,1
2015-10-01,76561198078799606,0
2015-06-29,76561198078799606,1
2014-05-02,76561198078799606,1
2014-06-27,I_DID_911_JUST_SAYING,1
2014-06-26,I_DID_911_JUST_SAYING,1
2014-06-26,I_DID_911_JUST_SAYING,1
2014-06-26,I_DID_911_JUST_SAYING,1
2013-05-06,I_DID_911_JUST_SAYING,1
2014-03-24,750805,0
2014-05-06,750805,0
2015-08-31,diabeticfuck,1
2015-12-28,diabeticfuck,1
2015-11-23,diabeticfuck,0
2015-09-04,diabeticfuck,1
2015-01-10,76561198054465623,0
2014-01-04,76561198054465623,1
2015-04-24,76561198054465623,1
2014-02-21,76561198054465623,1
2015-07-13,76561198054465623,1
2014-04-03,76561198054465623,1
2014-08-29,aaropro,1
2014-06-08,aaropro,1
2014-11-16,abiam,1
2015-01-04,FrankoWalker,1
2014-12-06,FrankoWalker,1
2014-05-16,FrankoWalker,1
2015-11-26,LightfootSword7,0
2014-03-06,LightfootSword7,1
2015-06-12,SALTTHEW0UND,1
2014-08-28,SALTTHEW0UND,1
2014-05-20,SALTTHEW0UND,1
2014-03-25,SALTTHEW0UND,1
2013-12-02,SALTTHEW0UND,1
2015-11-15,SALTTHEW0UND,1
2014-09-02,express157,1
2015-02-05,76561198074644990,1
2015-02-06,76561198074644990,1
2013-12-24,76561198074644990,0
2015-12-11,76561198064304806,1
2014-02-16,TomoeMamiewe,1
2014-06-24,TomoeMamiewe,1
2015-01-17,76561198057086148,1
2014-06-21,Acidius99,1
2014-06-03,Acidius99,1
2014-06-24,Acidius99,1
2014-12-30,Acidius99,1
2015-07-09,Acidius99,0
2014-07-31,acorn13,1
2012-07-12,acorn13,1
2015-05-01,acorn13,1
2014-08-14,adamcookie,1
2015-02-02,AddzyTheBaddzy,1
2013-12-16,AddzyTheBaddzy,1
2014-01-05,mrfunkyjunkie,1
2014-11-23,mrfunkyjunkie,1
2015-03-11,mrfunkyjunkie,1
2014-08-28,mradobe7,0
2014-01-10,76561198167207237,1
2015-12-25,76561198167207237,1
2015-11-29,76561198167207237,1
2015-11-06,76561198167207237,1
2015-02-27,cancerkek,1
2014-04-13,76561198073508075,1
2014-01-22,76561198073508075,1
2014-06-07,76561198073508075,1
2014-04-12,76561198074323290,0
2014-08-21,76561198074323290,0
2014-07-28,76561198090899557,0
2015-06-05,advenger95,1
2015-09-02,advenger95,1
2015-06-05,advenger95,1
2015-01-15,EndAtHallow,1
2014-01-12,76561198063624801,1
2014-05-03,aeryal,1
2013-12-13,76561198070263209,1
2015-09-06,76561198015968275,1
2014-02-12,Agiegamma,1
2014-04-28,76561198082614708,1
2014-02-09,Agronoth,1
2015-04-24,Agronoth,1
2015-03-21,Agronoth,1
2015-02-28,Agronoth,1
2015-07-15,Agronoth,0
2014-10-07,UnholyFallenAngel,1
2015-12-22,UnholyFallenAngel,1
2014-05-06,UnholyFallenAngel,1
2014-02-22,76561198068565589,1
2015-07-18,76561198068565589,1
2014-10-24,76561198068565589,0
2014-01-02,SlutOnTheSpit,1
2014-06-07,WestyGaming,1
2014-10-28,NaruseAiria,1
2014-10-15,NaruseAiria,1
2013-12-20,NaruseAiria,1
2013-12-06,NaruseAiria,1
2015-09-27,76561198067713802,1
2015-03-28,76561198067713802,1
2014-07-08,76561198187212131,1
2014-07-29,76561198044678148,1
2014-07-05,76561198044678148,1
2014-04-25,Alex680,1
2014-11-01,alansiulun,1
2015-05-21,alansiulun,1
2015-12-29,Albolah,1
2015-10-18,Albolah,1
2015-12-30,Albolah,1
2014-01-09,76561198003056556,0
2014-08-15,76561198003056556,1
2014-07-16,maxpaynepillkiller,1
2015-12-30,maxpaynepillkiller,1
2014-07-24,maxpaynepillkiller,1
2014-05-30,maxpaynepillkiller,1
2015-10-07,maxpaynepillkiller,1
2014-01-01,maxpaynepillkiller,0
2015-06-05,AlexNoClutch,0
2015-01-09,Alexwai04,1
2014-02-01,76561198095481910,1
2014-05-12,76561198164545985,1
2015-03-02,AlkalineDeath,1
2014-10-16,AlkalineDeath,1
2015-01-26,76561198075935236,1
2015-08-27,76561198075935236,1
2015-11-09,mintifreshbadger,1
2014-07-07,AlpacaRevolution,1
2014-10-02,AlpacaRevolution,1
2015-09-13,AlpacaRevolution,0
2014-08-28,AlphaBryn444,1
2014-07-07,76561198071952798,1
2014-01-14,76561198071952798,0
2014-05-23,76561198071952798,1
2013-11-29,76561198071952798,1
2014-09-03,76561198009001563,1
2014-03-21,76561198016753953,1
2014-01-27,76561198016753953,1
2015-02-03,smegmyfoodle,1
2015-01-22,smegmyfoodle,1
2015-06-01,76561198057869849,1
2015-01-17,76561198058836921,1
2014-08-08,lol_ursuchanoob,1
2014-04-17,lol_ursuchanoob,1
2014-03-12,lol_ursuchanoob,1
2014-01-23,lol_ursuchanoob,1
2013-01-21,AMV72,1
2012-09-27,AMV72,0
2013-11-25,AMV72,1
2013-11-25,AMV72,1
2012-07-19,AMV72,1
2015-06-26,76561198069170979,1
2014-02-03,76561198085956238,0
2014-02-03,76561198085956238,0
2014-02-18,76561198085956238,1
2014-02-13,76561198085956238,0
2015-05-26,76561198132540690,1
2015-03-05,76561198132540690,1
2015-07-04,711armageddoncarmageddon,1
2015-07-03,711armageddoncarmageddon,1
2015-07-03,711armageddoncarmageddon,1
2014-06-17,76561198034868596,1
2015-07-31,Andraison,1
2013-12-06,76561198055790408,1
2013-12-30,76561198069560699,1
2013-12-16,76561198069560699,1
2013-11-28,76561198069560699,1
2014-03-26,76561198069560699,1
2014-05-08,76561198099625419,1
2014-05-08,76561198099625419,1
2013-12-22,76561198099625419,1
2013-12-20,76561198099625419,1
2013-11-28,76561198099625419,1
2014-10-29,76561198084032274,0
2014-09-29,76561198084032274,0
2014-08-16,Angrovar,1
2015-11-11,Angrovar,1
2015-08-01,AngryAinsley,1
2015-08-01,AngryAinsley,1
2015-07-24,AngryAinsley,1
2015-04-07,AngryAinsley,1
2014-05-29,uradumbtit,1
2014-08-04,uradumbtit,1
2014-09-12,76561198037038784,1
2015-03-27,IKillNoobsFirst,1
2015-09-12,76561198037888300,1
2014-06-29,1234865654,1
2014-07-18,76561198040925596,1
2015-02-07,76561198084123358,1
2014-10-31,Apachehavoc,0
2014-02-03,ApexNZ,1
2014-05-09,ApexNZ,1
2014-02-09,ApexNZ,1
2014-08-19,ApexNZ,1
2015-02-28,ApexNZ,1
2014-06-09,76561198039441595,0
2015-01-23,76561198039441595,0
2014-06-20,76561198039441595,0
2014-05-31,76561198039441595,0
2014-05-07,76561198039441595,0
2015-11-20,76561198039441595,1
2015-05-06,76561198039441595,1
2014-11-18,76561198039441595,0
2014-05-31,76561198039441595,1
2015-12-20,76561198036687918,1
2015-11-20,benjamin27,1
2014-07-19,benjamin27,1
2015-06-26,AppoGetsSuperAdmin,1
2015-08-29,AppoGetsSuperAdmin,0
2015-08-08,AppoGetsSuperAdmin,1
2014-01-11,76561198071475367,1
2015-07-02,76561198049916759,1
2015-09-11,76561198049916759,1
2014-05-13,76561198065064829,1
2015-12-22,XABLAUziitu,0
2015-10-17,XABLAUziitu,1
2013-02-15,XABLAUziitu,1
2013-01-24,XABLAUziitu,1
2013-12-07,76561198012909706,1
2014-01-10,dragonchief,0
2014-05-23,76561198040530605,1
2014-03-04,76561198040530605,1
2014-08-03,76561198040530605,1
2014-04-15,76561198040530605,1
2014-06-27,76561198040530605,1
2014-06-09,76561198040530605,1
2014-01-01,76561198040530605,1
2011-12-30,76561198040530605,1
2012-07-15,76561197974500703,1
2012-06-17,76561197974500703,1
2012-06-17,76561197974500703,1
2012-01-28,76561197974500703,1
2012-01-28,76561197974500703,1
2011-12-27,76561197974500703,0
2011-12-20,76561197974500703,1
2011-12-20,76561197974500703,1
2010-12-28,76561197974500703,1
2010-12-28,76561197974500703,1
2014-03-20,76561198047185525,1
2014-06-27,76561198047185525,1
2013-12-16,76561198047185525,1
2014-02-21,sweep6060,1
2014-10-06,bilyitu,1
2014-09-08,bilyitu,1
2014-04-15,76561198021244661,1
2015-09-01,76561198088538797,1
2014-05-30,deployablearchnagel,1
2015-11-06,rotflmaoman,1
2014-07-20,armouredmarshmallow,1
2014-03-27,armouredmarshmallow,1
2015-11-08,armouredmarshmallow,1
2015-05-24,armouredmarshmallow,1
2014-03-27,armouredmarshmallow,1
2014-07-20,armouredmarshmallow,1
2014-03-27,armouredmarshmallow,1
2014-03-27,armouredmarshmallow,1
2014-03-27,armouredmarshmallow,1
2015-05-24,armouredmarshmallow,1
2014-07-01,76561198020928326,1
2014-09-27,Array71,0
2014-06-24,Array71,1
2014-02-01,76561198039874575,1
2015-05-28,arronlim13,1
2015-04-13,ARTHERDUNGER10,1
2013-12-06,Mackus1011,1
2015-08-31,Mackus1011,1
2015-06-18,Mackus1011,1
2014-10-18,Mackus1011,1
2014-01-09,76561198041877981,0
2014-02-28,76561198041877981,1
2014-03-31,ARZARNAR,1
2014-06-28,darkmassieh,1
2014-07-20,darkmassieh,1
2014-07-06,darkmassieh,1
2015-05-09,darkmassieh,1
2015-04-21,darkmassieh,1
2014-05-18,darkmassieh,1
2014-08-29,darkmassieh,1
2015-08-06,darkmassieh,1
2015-07-30,darkmassieh,1
2015-01-08,darkmassieh,0
2015-12-27,asianturtlefrenzy,1
2015-12-27,asianturtlefrenzy,1
2015-12-27,asianturtlefrenzy,1
2014-01-02,asianturtlefrenzy,1
2015-12-27,asianturtlefrenzy,1
2015-12-26,asianturtlefrenzy,1
2015-12-22,asianturtlefrenzy,1
2015-07-07,asianturtlefrenzy,1
2015-06-30,asianturtlefrenzy,1
2014-05-16,asianturtlefrenzy,1
2015-01-12,blowjobsfurdayzandgayz,1
2014-07-12,blowjobsfurdayzandgayz,0
2015-11-22,blowjobsfurdayzandgayz,1
2015-03-30,blowjobsfurdayzandgayz,0
2014-06-02,76561198082992295,1
2014-05-28,76561198082992295,1
2014-05-28,76561198082992295,1
2014-03-10,76561198082992295,1
2015-06-27,LaLocaDeLosDulces,1
2014-03-14,76561198064352761,1
2014-07-04,assassin_warman,1
2015-06-25,assassin_warman,1
2015-07-04,assassin_warman,1
2015-08-15,assassin_warman,1
2014-09-07,assassin_warman,1
2014-02-20,assassin_warman,1
2014-02-29,assassin_warman,0
2015-08-25,assassin_warman,1
2015-03-14,assassin_warman,1
2015-07-26,Astrelt,1
2014-10-10,Astrelt,1
2014-12-13,Astrelt,1
2014-12-30,Astrelt,1
2015-08-17,Astrelt,1
2015-04-03,Astrelt,1
2015-04-04,Astrelt,1
2012-08-23,Astrelt,1
2015-12-05,Astrelt,1
2015-12-05,Astrelt,1
